Country Name,Region,Year,Value
Turkiye,Asia,1960,7566666667.0
Tanzania,Africa,1960,2651729807.0
Uganda,Africa,1960,423145605.0
Upper middle income,Global,1960,168301000000.0
Uruguay,South America,1960,1242289239.0
United States,North America,1960,541989000000.0
St. Vincent and the Grenadines,North America,1960,13066634.0
"Venezuela, RB",South America,1960,7663938303.0
World,Global,1960,1366490000000.0
South Africa,Africa,1960,8748596501.0
Zambia,Africa,1960,698739720.8
Zimbabwe,Africa,1960,1053528036.0
Africa Eastern and Southern,Africa,1961,24958886027.0
Africa Western and Central,Africa,1961,12707719291.0
Arab World,Asia,1961,19998438485.0
Argentina,South America,1961,20132220375.0
Australia,Oceania,1961,19713123154.0
Austria,Europe,1961,7346566038.0
Burundi,Africa,1961,202999992.0
Belgium,Europe,1961,12561701694.0
Benin,Africa,1961,235668220.5
Burkina Faso,Africa,1961,350247234.3
Bangladesh,Asia,1961,4817580375.0
"Bahamas, The",North America,1961,190022030.4
Belize,North America,1961,29964999.97
Bermuda,North America,1961,76500000.0
Bolivia,South America,1961,410101010.1
Brazil,South America,1961,17275940449.0
Barbados,North America,1961,85363759.34
Botswana,Africa,1961,32902612.87
Central African Republic,Africa,1961,123134583.5
Canada,North America,1961,41038192838.0
Switzerland,Europe,1961,11713348834.0
Chile,South America,1961,4948564551.0
China,Asia,1961,50162299350.0
Cote d'Ivoire,Africa,1961,618245634.2
Cameroon,Africa,1961,652777608.3
"Congo, Dem. Rep.",Africa,1961,3086746857.0
"Congo, Rep.",Africa,1961,151675738.9
Colombia,South America,1961,4540447761.0
Costa Rica,North America,1961,490325181.6
Caribbean small states,North America,1961,1272022469.0
Germany,Europe,1961,96558204043.0
Denmark,Europe,1961,7058361229.0
Dominican Republic,North America,1961,654100200.0
Algeria,Africa,1961,2434747056.0
East Asia & Pacific (excluding high income),Asia,1961,71247395333.0
Early-demographic dividend,Global,1961,157593000000.0
East Asia & Pacific,Oceania,1961,158551000000.0
Europe & Central Asia,Europe,1961,469525000000.0
Ecuador,South America,1961,1753850955.0
"Egypt, Arab Rep.",Africa,1961,4494575611.0
Euro area,Europe,1961,280078000000.0
Spain,Europe,1961,14238126760.0
Ethiopia,Africa,1961,1680859514.0
European Union,Europe,1961,316957000000.0
Fragile and conflict affected situations,Global,1961,35534363197.0
Finland,Europe,1961,5984433774.0
Fiji,Oceania,1961,116987784.9
France,Europe,1961,67158050215.0
Gabon,Africa,1961,167637907.1
United Kingdom,Europe,1961,77741965703.0
Ghana,Africa,1961,1302674325.0
Greece,Europe,1961,4892397431.0
Guatemala,North America,1961,1076699900.0
Guyana,South America,1961,185849535.4
High income,Global,1961,1166230000000.0
"Hong Kong SAR, China",Asia,1961,1383681651.0
Honduras,North America,1961,503300000.0
Heavily indebted poor countries (HIPC),Global,1961,22627709232.0
Haiti,North America,1961,271066000.0
IBRD only,Global,1961,310009000000.0
IDA & IBRD total,Global,1961,358253000000.0
IDA total,Global,1961,45877820664.0
IDA blend,Global,1961,13314688265.0
IDA only,Global,1961,33770973574.0
India,Asia,1961,39232435784.0
Ireland,Europe,1961,2151772980.0
"Iran, Islamic Rep.",Asia,1961,4426949095.0
Iraq,Asia,1961,1671960965.0
Iceland,Europe,1961,266711460.2
Israel,Asia,1961,3708586471.0
Italy,Europe,1961,46649487320.0
Jamaica,North America,1961,748043500.8
Japan,Asia,1961,57266758180.0
Kenya,Africa,1961,792959472.8
St. Kitts and Nevis,North America,1961,12483302.13
"Korea, Rep.",Asia,1961,2427244761.0
Latin America & Caribbean (excluding high income),South America,1961,68537433096.0
Liberia,Africa,1961,183920900.0
Libya,Africa,1961,443905612.0
Latin America & Caribbean,South America,1961,87692579907.0
Least developed countries: UN classification,Global,1961,29364630537.0
Sri Lanka,Asia,1961,1444327731.0
Lower middle income,Global,1961,91375597712.0
Low & middle income,Global,1961,269459000000.0
Lesotho,Africa,1961,35699985.72
Late-demographic dividend,Global,1961,170881000000.0
Luxembourg,Europe,1961,710163719.4
Morocco,Africa,1961,2025693540.0
Madagascar,Africa,1961,699161944.6
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1961,30987037285.0
Mexico,North America,1961,14160000000.0
Middle income,Global,1961,257716000000.0
Myanmar,Asia,1961,605581577.3
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1961,22897686862.0
Mauritania,Africa,1961,159213430.2
Mauritius,Africa,1961,191757729.5
Malaysia,Asia,1961,1901856123.0
North America,North America,1961,603055000000.0
Niger,Africa,1961,485785231.0
Nigeria,Africa,1961,4467287893.0
Nicaragua,North America,1961,244144236.7
Netherlands,Europe,1961,14599836396.0
Norway,Europe,1961,5669689210.0
Nepal,Asia,1961,531959561.6
New Zealand,Oceania,1961,5721994864.0
OECD members,Europe,1961,1132130000000.0
Oman,Asia,1961,45634487.35
Pakistan,Asia,1961,4118647627.0
Panama,North America,1961,599026300.0
Peru,South America,1961,2897852693.0
Philippines,Asia,1961,8171194425.0
Papua New Guinea,Oceania,1961,244832039.2
Pre-demographic dividend,Global,1961,25256725916.0
Puerto Rico (US),North America,1961,1865100000.0
Portugal,Europe,1961,3573719085.0
Paraguay,South America,1961,322053713.2
Post-demographic dividend,Global,1961,1104530000000.0
Rwanda,Africa,1961,122000016.0
South Asia,Asia,1961,46076379864.0
Saudi Arabia,Asia,1961,1920811284.0
Sudan,Africa,1961,1222860429.0
Senegal,Africa,1961,1058975257.0
Singapore,Asia,1961,764629788.1
Sierra Leone,Africa,1961,327834190.6
"Somalia, Fed. Rep.",Africa,1961,191659914.4
Sub-Saharan Africa (excluding high income),Africa,1961,35775152382.0
Sub-Saharan Africa,Africa,1961,37521652880.0
Suriname,South America,1961,107700000.0
Sweden,Europe,1961,17329620585.0
Eswatini,Africa,1961,43026042.79
Seychelles,Africa,1961,11592023.76
Syrian Arab Republic,Asia,1961,945244972.1
Chad,Africa,1961,333975336.1
East Asia & Pacific (IDA & IBRD countries),Asia,1961,71174424447.0
Togo,Africa,1961,178497098.3
Thailand,Asia,1961,3034037811.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1961,82362832266.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1961,22717751213.0
South Asia (IDA & IBRD),Asia,1961,46076379864.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1961,37521652880.0
Trinidad and Tobago,North America,1961,584964620.9
Tunisia,Africa,1961,866155428.6
Turkiye,Asia,1961,7988888889.0
Tanzania,Africa,1961,2826179031.0
Uganda,Africa,1961,441667334.6
Upper middle income,Global,1961,165922000000.0
Uruguay,South America,1961,1547388781.0
United States,North America,1961,561940000000.0
St. Vincent and the Grenadines,North America,1961,13999965.0
"Venezuela, RB",South America,1961,8067267031.0
World,Global,1961,1443970000000.0
South Africa,Africa,1961,9225996310.0
Zambia,Africa,1961,682359727.3
Zimbabwe,Africa,1961,1097206526.0
Africa Eastern and Southern,Africa,1962,27073233857.0
Africa Western and Central,Africa,1962,13630588814.0
Arab World,Asia,1962,20329047307.0
Argentina,South America,1962,18337691145.0
Australia,Oceania,1962,19953923193.0
Austria,Europe,1962,7793042529.0
Burundi,Africa,1962,213500006.0
Belgium,Europe,1962,13436827167.0
Benin,Africa,1962,236434954.0
Burkina Faso,Africa,1962,379567099.2
Bangladesh,Asia,1962,5081413542.0
"Bahamas, The",North America,1962,212170033.9
Belize,North America,1962,31857591.86
Bermuda,North America,1962,80700000.0
Bolivia,South America,1962,448400673.4
Brazil,South America,1962,19231747852.0
Barbados,North America,1962,88782583.46
Botswana,Africa,1962,35644956.64
Central African Republic,Africa,1962,124482773.8
Canada,North America,1962,42336211556.0
Switzerland,Europe,1962,12989649694.0
Chile,South America,1962,5765971144.0
China,Asia,1962,47310737754.0
Cote d'Ivoire,Africa,1962,645284473.7
Cameroon,Africa,1962,694247864.4
"Congo, Dem. Rep.",Africa,1962,3779841429.0
"Congo, Rep.",Africa,1962,166521239.7
Colombia,South America,1962,4955543963.0
Costa Rica,North America,1962,479180824.3
Caribbean small states,North America,1962,1356047350.0
Germany,Europe,1962,105895000000.0
Denmark,Europe,1962,7953274741.0
Dominican Republic,North America,1962,824100000.0
Algeria,Africa,1962,2001444544.0
East Asia & Pacific (excluding high income),Asia,1962,64989160573.0
Early-demographic dividend,Global,1962,159436000000.0
East Asia & Pacific,Oceania,1962,162277000000.0
Europe & Central Asia,Europe,1962,513406000000.0
Ecuador,South America,1962,1518207703.0
"Egypt, Arab Rep.",Africa,1962,4035462027.0
Euro area,Europe,1962,309695000000.0
Spain,Europe,1962,16609632791.0
Ethiopia,Africa,1962,1747566307.0
European Union,Europe,1962,350242000000.0
Fragile and conflict affected situations,Global,1962,39268957405.0
Finland,Europe,1962,6407796043.0
Fiji,Oceania,1962,122906435.0
France,Europe,1962,75196980365.0
Gabon,Africa,1962,182796536.3
United Kingdom,Europe,1962,81247564157.0
Ghana,Africa,1962,1382515654.0
Equatorial Guinea,Africa,1962,37253333.33
Greece,Europe,1962,5140542929.0
Guatemala,North America,1962,1143600000.0
Guyana,South America,1962,194949512.6
High income,Global,1962,1261140000000.0
"Hong Kong SAR, China",Asia,1962,1612346412.0
Honduras,North America,1962,532450000.0
Heavily indebted poor countries (HIPC),Global,1962,24599541749.0
Haiti,North America,1962,281896800.0
IBRD only,Global,1962,313911000000.0
IDA & IBRD total,Global,1962,366133000000.0
IDA total,Global,1962,49352987755.0
IDA blend,Global,1962,14222416056.0
IDA only,Global,1962,36454084444.0
India,Asia,1962,42161481858.0
Ireland,Europe,1962,2329372972.0
"Iran, Islamic Rep.",Asia,1962,4693566416.0
Iraq,Asia,1962,1784174541.0
Iceland,Europe,1962,299309938.1
Israel,Asia,1962,2966154031.0
Italy,Europe,1962,52413872628.0
Jamaica,North America,1962,777727688.9
Japan,Asia,1962,64987857542.0
Kenya,Africa,1962,868111400.8
St. Kitts and Nevis,North America,1962,12541635.31
"Korea, Rep.",Asia,1962,2826923077.0
Kuwait,Asia,1962,1828107503.0
Latin America & Caribbean (excluding high income),South America,1962,70838147780.0
Liberia,Africa,1962,191861800.0
Libya,Africa,1962,619725784.9
Latin America & Caribbean,South America,1962,92148671651.0
Least developed countries: UN classification,Global,1962,31794976805.0
Sri Lanka,Asia,1962,1434156379.0
Lower middle income,Global,1962,92791537815.0
Low & middle income,Global,1962,273696000000.0
Lesotho,Africa,1962,41859983.26
Late-demographic dividend,Global,1962,174095000000.0
Luxembourg,Europe,1962,747846862.2
Morocco,Africa,1962,2379611125.0
Madagascar,Africa,1962,739286907.6
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1962,30832534298.0
Mexico,North America,1962,15200000000.0
Middle income,Global,1962,260605000000.0
Myanmar,Asia,1962,634528872.0
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1962,23311084905.0
Mauritania,Africa,1962,164271557.5
Mauritius,Africa,1962,197738207.9
Malaysia,Asia,1962,2001489602.0
North America,North America,1962,646056000000.0
Niger,Africa,1962,531736599.3
Nigeria,Africa,1962,4909399176.0
Nicaragua,North America,1962,269283803.7
Netherlands,Europe,1962,15847582341.0
Norway,Europe,1962,6107076929.0
Nepal,Asia,1962,574091101.2
New Zealand,Oceania,1962,6133158532.0
OECD members,Europe,1962,1224160000000.0
Oman,Asia,1962,56273202.2
Pakistan,Asia,1962,4310163797.0
Panama,North America,1962,652120900.0
Peru,South America,1962,3284322201.0
Philippines,Asia,1962,4954593072.0
Papua New Guinea,Oceania,1962,261184041.8
Pre-demographic dividend,Global,1962,27666238152.0
Puerto Rico (US),North America,1962,2094400000.0
Portugal,Europe,1962,3835883663.0
Paraguay,South America,1962,360698412.7
Post-demographic dividend,Global,1962,1194890000000.0
Rwanda,Africa,1962,125000008.0
South Asia,Asia,1962,49304727903.0
Saudi Arabia,Asia,1962,2130606532.0
Sudan,Africa,1962,1328259625.0
Senegal,Africa,1962,1085475791.0
Singapore,Asia,1962,826239211.8
Sierra Leone,Africa,1962,342721416.5
"Somalia, Fed. Rep.",Africa,1962,203531927.5
Sub-Saharan Africa (excluding high income),Africa,1962,38743773907.0
Sub-Saharan Africa,Africa,1962,40553510690.0
Suriname,South America,1962,116150000.0
Sweden,Europe,1962,18794066990.0
Eswatini,Africa,1962,45927961.63
Seychelles,Africa,1962,12642025.92
Syrian Arab Republic,Asia,1962,1110565881.0
Chad,Africa,1962,357635713.4
East Asia & Pacific (IDA & IBRD countries),Asia,1962,64922599309.0
Togo,Africa,1962,186745757.9
Thailand,Asia,1962,3308912797.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1962,86399815745.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1962,23127900672.0
South Asia (IDA & IBRD),Asia,1962,49304727903.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1962,40553510690.0
Trinidad and Tobago,North America,1962,619322810.0
Tunisia,Africa,1962,880027733.3
Turkiye,Asia,1962,8922222222.0
Tanzania,Africa,1962,3101589993.0
Uganda,Africa,1962,449158233.4
Upper middle income,Global,1962,167380000000.0
Uruguay,South America,1962,1710004407.0
United States,North America,1962,603639000000.0
St. Vincent and the Grenadines,North America,1962,14524963.69
"Venezuela, RB",South America,1962,8814309884.0
World,Global,1962,1544900000000.0
South Africa,Africa,1962,9813996074.0
Zambia,Africa,1962,679279728.6
Zimbabwe,Africa,1962,1118172226.0
Africa Eastern and Southern,Africa,1963,31769135009.0
Africa Western and Central,Africa,1963,14468913698.0
Arab World,Asia,1963,22364472061.0
Argentina,South America,1963,18272123664.0
Australia,Oceania,1963,21573443452.0
Austria,Europe,1963,8414050621.0
Burundi,Africa,1963,232749998.0
Belgium,Europe,1963,14445805381.0
Benin,Africa,1963,253927697.3
Burkina Faso,Africa,1963,394040667.1
Bangladesh,Asia,1963,5319458563.0
"Bahamas, The",North America,1963,237650038.0
Belize,North America,1963,33750113.75
Bermuda,North America,1963,82600000.0
Bolivia,South America,1963,482828282.8
Brazil,South America,1963,23287712878.0
Barbados,North America,1963,99893761.27
Botswana,Africa,1963,38091842.85
Central African Republic,Africa,1963,129379123.8
Canada,North America,1963,45140337827.0
Switzerland,Europe,1963,14283872299.0
Chile,South America,1963,5702520146.0
China,Asia,1963,50812227919.0
Cote d'Ivoire,Africa,1963,761047198.0
Cameroon,Africa,1963,718320845.0
"Congo, Dem. Rep.",Africa,1963,6213185743.0
"Congo, Rep.",Africa,1963,172233430.7
Colombia,South America,1963,4836166667.0
Costa Rica,North America,1963,511902136.8
Caribbean small states,North America,1963,1447988752.0
Germany,Europe,1963,112233000000.0
Denmark,Europe,1963,8466044980.0
Dominican Republic,North America,1963,940799900.0
Algeria,Africa,1963,2702982018.0
East Asia & Pacific (excluding high income),Asia,1963,70288432261.0
Early-demographic dividend,Global,1963,175994000000.0
East Asia & Pacific,Oceania,1963,181110000000.0
Europe & Central Asia,Europe,1963,561373000000.0
Ecuador,South America,1963,1824343871.0
"Egypt, Arab Rep.",Africa,1963,4187146232.0
Euro area,Europe,1963,340786000000.0
Spain,Europe,1963,19631714760.0
Ethiopia,Africa,1963,1825058828.0
European Union,Europe,1963,384747000000.0
Fragile and conflict affected situations,Global,1963,44880094682.0
Finland,Europe,1963,6958916548.0
Fiji,Oceania,1963,129454728.6
France,Europe,1963,84227606650.0
Gabon,Africa,1963,154480244.1
United Kingdom,Europe,1963,86561961812.0
Ghana,Africa,1963,1540797589.0
Equatorial Guinea,Africa,1963,44266666.67
Greece,Europe,1963,5813285627.0
Guatemala,North America,1963,1262800000.0
Guyana,South America,1963,175757893.9
High income,Global,1963,1356480000000.0
"Hong Kong SAR, China",Asia,1963,1935298266.0
Honduras,North America,1963,553500000.0
Heavily indebted poor countries (HIPC),Global,1963,28893534516.0
Haiti,North America,1963,294883400.0
IBRD only,Global,1963,346366000000.0
IDA & IBRD total,Global,1963,404105000000.0
IDA total,Global,1963,54556943165.0
IDA blend,Global,1963,15145197245.0
IDA only,Global,1963,41013144249.0
India,Asia,1963,48421923459.0
Ireland,Europe,1963,2505073358.0
"Iran, Islamic Rep.",Asia,1963,4928628018.0
Iraq,Asia,1963,1805901510.0
Iceland,Europe,1963,357240895.7
Israel,Asia,1963,3535949089.0
Italy,Europe,1963,60035924618.0
Jamaica,North America,1963,826706669.3
Japan,Asia,1963,74379284603.0
Kenya,Africa,1963,926589349.4
St. Kitts and Nevis,North America,1963,12833301.25
"Korea, Rep.",Asia,1963,4007692308.0
Kuwait,Asia,1963,1900895857.0
Latin America & Caribbean (excluding high income),South America,1963,77852261014.0
Liberia,Africa,1963,200229600.0
Libya,Africa,1963,892327910.7
Latin America & Caribbean,South America,1963,100158000000.0
Least developed countries: UN classification,Global,1963,36519313158.0
Sri Lanka,Asia,1963,1240672269.0
Lower middle income,Global,1963,102655000000.0
Low & middle income,Global,1963,303551000000.0
Lesotho,Africa,1963,47039981.18
Late-demographic dividend,Global,1963,189932000000.0
Luxembourg,Europe,1963,797902154.2
Morocco,Africa,1963,2657252578.0
Madagascar,Africa,1963,759345863.7
"Middle East, North Africa, Afghanistan & Pakistan",Asia,1963,33981027252.0
Mexico,North America,1963,16960000000.0
Middle income,Global,1963,287120000000.0
Myanmar,Asia,1963,598998418.7
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",Asia,1963,25680699750.0
Mauritania,Africa,1963,168186297.3
Mauritius,Africa,1963,253839557.9
Malaysia,Asia,1963,2510110348.0
North America,North America,1963,682281000000.0
Niger,Africa,1963,586294878.7
Nigeria,Africa,1963,5165590254.0
Nicaragua,North America,1963,297324163.1
Netherlands,Europe,1963,17193744109.0
Norway,Europe,1963,6553269536.0
Nepal,Asia,1963,496947904.4
New Zealand,Oceania,1963,6699741645.0
OECD members,Europe,1963,1317610000000.0
Oman,Asia,1963,59912762.54
Pakistan,Asia,1963,4630827383.0
Panama,North America,1963,722784500.0
Peru,South America,1963,3598272493.0
Philippines,Asia,1963,5505023238.0
Papua New Guinea,Oceania,1963,275968044.2
Pre-demographic dividend,Global,1963,31983402735.0
Puerto Rico (US),North America,1963,2333600000.0
Portugal,Europe,1963,4084251593.0
Paraguay,South America,1963,383904761.9
Post-demographic dividend,Global,1963,1285600000000.0
Rwanda,Africa,1963,128000000.0
South Asia,Asia,1963,55539363102.0
Saudi Arabia,Asia,1963,2207393172.0
Sudan,Africa,1963,1351234926.0
Senegal,Africa,1963,1122139862.0
Singapore,Asia,1963,917608012.5
Sierra Leone,Africa,1963,348547278.8
"Somalia, Fed. Rep.",Africa,1963,216145935.9
Sub-Saharan Africa (excluding high income),Africa,1963,44252709651.0
Sub-Saharan Africa,Africa,1963,46127211026.0
Suriname,South America,1963,125950000.0
Sweden,Europe,1963,20342131882.0
Eswatini,Africa,1963,54129438.35
Seychelles,Africa,1963,13923028.54
Syrian Arab Republic,Asia,1963,1200447408.0
Chad,Africa,1963,371767002.2
East Asia & Pacific (IDA & IBRD countries),Asia,1963,70216443535.0
Togo,Africa,1963,202305865.2
Thailand,Asia,1963,3540403457.0
Latin America & the Caribbean (IDA & IBRD countries),South America,1963,93844819441.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Asia,1963,25478894502.0
South Asia (IDA & IBRD),Asia,1963,55539363102.0
Sub-Saharan Africa (IDA & IBRD countries),Africa,1963,46127211026.0
Trinidad and Tobago,North America,1963,678239329.4
Tunisia,Africa,1963,1026737600.0
Turkiye,Asia,1963,10355555556.0
Tanzania,Africa,1963,3456579293.0
Uganda,Africa,1963,516315231.4
Upper middle income,Global,1963,183977000000.0
Uruguay,South America,1963,1539681491.0
United States,North America,1963,637059000000.0
St. Vincent and the Grenadines,North America,1963,13708299.06
"Venezuela, RB",South America,1963,9608717288.0
World,Global,1963,1670350000000.0
South Africa,Africa,1963,10854195658.0
Zambia,Africa,1963,704339718.5
Zimbabwe,Africa,1963,1160103724.0
Africa Eastern and Southern,Africa,1964,30279553207.0
Africa Western and Central,Africa,1964,15803564796.0
Arab World,Asia,1964,24813307354.0
Argentina,South America,1964,25605249382.0
Australia,Oceania,1964,23835843814.0
Austria,Europe,1964,9213648656.0
Burundi,Africa,1964,260750008.0
Belgium,Europe,1964,16168044450.0
Benin,Africa,1964,269819005.9
Burkina Faso,Africa,1964,410321645.0
Bangladesh,Asia,1964,5386054833.0
"Bahamas, The",North America,1964,266560042.6
Belize,North America,1964,36194586.19
Bermuda,North America,1964,92200000.0
Bolivia,South America,1964,544023569.0
Brazil,South America,1964,20963733695.0
Barbados,North America,1964,99252731.45
Botswana,Africa,1964,41616347.79
Central African Republic,Africa,1964,142025078.7
Canada,North America,1964,49503663836.0
Switzerland,Europe,1964,15833133858.0
Chile,South America,1964,6065708668.0
China,Asia,1964,59821862703.0
Cote d'Ivoire,Africa,1964,921063326.6
Cameroon,Africa,1964,776650176.9
"Congo, Dem. Rep.",Africa,1964,2881545273.0
"Congo, Rep.",Africa,1964,185693724.9
Colombia,South America,1964,5973366667.0
Costa Rica,North America,1964,542578367.2
Caribbean small states,North America,1964,1546223258.0
Germany,Europe,1964,123330000000.0
Denmark,Europe,1964,9677401337.0
Dominican Republic,North America,1964,1025599900.0
Algeria,Africa,1964,2909316435.0
East Asia & Pacific (excluding high income),Asia,1964,81184317666.0
Early-demographic dividend,Global,1964,201822000000.0
East Asia & Pacific,Oceania,1964,207928000000.0
Europe & Central Asia,Europe,1964,620449000000.0
Ecuador,South America,1964,2244146103.0
"Egypt, Arab Rep.",Africa,1964,4709245762.0
Euro area,Europe,1964,377599000000.0
Spain,Europe,1964,21966876027.0
Ethiopia,Africa,1964,1984129186.0
European Union,Europe,1964,426775000000.0
Fragile and conflict affected situations,Global,1964,40614223625.0
Finland,Europe,1964,7848987793.0
Fiji,Oceania,1964,140032741.5
France,Europe,1964,93424179943.0
Gabon,Africa,1964,215679855.3
United Kingdom,Europe,1964,94407558351.0
Ghana,Africa,1964,1731296200.0
Equatorial Guinea,Africa,1964,51915000.0
